cmpdname,BoilingPoint,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify1
9-Methyltritriacontane,977.08,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
17-Methyltritriacontane,977.08,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
Diethylisopropylamine,381.65,115.22,3.2,8,1,7,1,0,2,0,0,Amine
"5,5-Dibutylnonane",585.33,240.5,0,17,0,17,0,0,2,0,0,Hydrocarbon
4-Tetradecyne,528.92,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
2-Methyl-3-undecanol,509.15,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol
"2,6-Dimethyl-2,5-heptadiene",413.6,124.22,0,9,0,9,0,0,2,2,0,Hydrocarbon
8-Methyl-1-decene,447.52,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon
4-Methyldodecane,496.6,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon
"2,3-Dimethyldodecane",520.15,198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
"2,4-Dimethyldodecane",507.15,198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
5-Methyl-3-heptyne,391.2,110.2,0,8,0,8,0,0,1,0,1,Hydrocarbon
2-(Pentyloxy)ethanol,458.15,132.2,29.5,9,2,7,0,2,0,0,0,Alcohol
"2,2,6-Trimethyloctane",447.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,8-Trimethyldecane",493.37,184.36,0,13,0,13,0,0,3,0,0,Hydrocarbon
3-Methylheneicosane,702.52,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon
"3,4,4-Trimethylhexan-3-ol",438.65,144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,4,4-Trimethyl-3-hexanol",444.86543,144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,6-Dimethyl 1,7-octadiene",421.2,138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
Tritetracontane,815.65,605.2,0,43,0,43,0,0,0,0,0,Hydrocarbon
5-Octadecyne,620.44,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon
"3-Ethyl-2,4-dimethylhexane",433.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
13-Methylnonacosane,885.56,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon
11-Methylnonacosane,885.56,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon
"3,5-Dimethyl-1-hexene",377.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
8-Methyl-1-undecene,470.4,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
7-Methyl-1-undecene,470.4,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
"2,5-Dimethyl-1,4-hexadiene",389.7,110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon
5-Propylnonane,470.15,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
"2,8-Dimethyl-1,8-nonadiene",444.4,152.28,0,11,0,11,0,0,2,2,0,Hydrocarbon
"2,4-Dimethylnonane",451.15,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"4,4-Diethylheptane",456.46543,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3,6-Diethyl-octane",476,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,6-Dimethyl-3-ethyl-octane",472.15,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
3-Methyl-7-ethyl-nonane,473.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,4,5,6-Tetramethyloctane",472.15,170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"3,4,7-Trimethylnonane",473.15,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,4-Dimethyl-3,4-diethyl-hexane",483.15,170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"3-Methyl, 3,5-diethyl, heptane",470.15,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
Allyldipropylamine,414.64,141.25,3.2,10,1,9,1,0,1,1,0,Amine
2-Methyl-1-nonadecene,653.76,280.5,0,20,0,20,0,0,1,1,0,Hydrocarbon
8-Methyl-1-nonene,424.64,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
4-Ethylnonane,457.15,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
"3,5-Dimethyldecane",473.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4,6-Dimethyldecane",471.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4,7-Dimethyldecane",472.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
2-Methylhenicosane,702.52,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon
1-Heptacosene,694.15,378.7,0,27,0,27,0,0,0,1,0,Hydrocarbon
1-Pentacosene,674.15,350.7,0,25,0,25,0,0,0,1,0,Hydrocarbon
1-Hentriacontene,730.15,434.8,0,31,0,31,0,0,0,1,0,Hydrocarbon
4-Methyl-1-hexyne,364.15,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
"3-Isopropenyl-2,5-dimethyl-3,4-hexadien-2-ol",543.98,166.26,20.2,12,1,11,0,1,5,3,0,Alcohol
"3,3-Dimethylnonane",455.15,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
3-Ethyldecane,480.22385,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
3-Ethylnonane,461.15,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
7-Methyltetradecane,542.36,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
10-Methylnonadecane,656.76,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
2-Heptyn-1-ol,460.94,112.17,20.2,8,1,7,0,1,0,0,1,Alcohol
"2,3,3-Trimethyloctane",455.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,7-dimethyloctane",469.15,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
3-Ethyl-3-methyl-2-pentanol,471.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
3-Methyl-2-octanol,496.82,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,7-Dimethyloct-7-en-1-ol",516.7,156.26,20.2,11,1,10,0,1,2,1,0,Alcohol
2-Methyl-5-undecanol,565.46,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol
"2,5,6-Trimethyloctane",451.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,4,6-Trimethyloctane",447.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3,5-Tetramethylheptane",447.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"13,17,21-Trimethylheptatriacontane",1113.48,563.1,0,40,0,40,0,0,3,0,0,Hydrocarbon
3-Methyl-5-propylnonane,496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
N-Ethylpentylamine,409.15,115.22,12,8,1,7,1,0,0,0,0,Amine
"N,N-Dimethylnonylamine",488.15,171.32,3.2,12,1,11,1,0,1,0,0,Amine
"N,N-Diisopropylmethylamine",383.65,115.22,3.2,8,1,7,1,0,3,0,0,Amine
3-Hexadecyne,559.15,222.41,0,16,0,16,0,0,0,0,1,Hydrocarbon
"2,6-Dimethylocta-1,7-diene-3,6-diol",602.33,170.25,40.5,12,2,10,0,2,4,2,0,Alcohol
"2,3,4-Trimethyl-1-pentanol",456.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"2,2-Dimethyl-3-octyne",434.17,138.25,0,10,0,10,0,0,2,0,1,Hydrocarbon
"7-Methyl-1,6-octadiene",416.85,124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon
N-Methyldipropylamine,388.4,115.22,3.2,8,1,7,1,0,1,0,0,Amine
"2,4-Dimethyl-4-octanol",516.91,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"(R)-butane-1,3-diol",475.04,90.12,40.5,6,2,4,0,2,1,0,0,Alcohol
trans-5-Decene,444.45,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
trans-3-Hexene,340.21,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
"2,5-Dimethyl-3-hexene",375.21134,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"trans-3,4-Dimethyl-2-pentene",364.15,98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
"3-Methyl-1,3-pentadiene",350.15,82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
"2,4-Hexadiene",353.15,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
Squalene,694.45,410.7,0,30,0,30,0,0,6,6,0,Hydrocarbon
(R)-(+)-3-Butyn-2-ol,382.65,70.09,20.2,5,1,4,0,1,1,0,1,Alcohol
trans-3-Octene,396.35,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
trans-2-Hexene,341.15,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
trans-2-Heptene,371.15,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
(S)-(+)-3-Methyl-1-pentanol,426,102.17,20.2,7,1,6,0,1,1,0,0,Alcohol
4-Hexen-1-OL,432.15,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
"2,4-Hexadien-1-OL",437.38,98.14,20.2,7,1,6,0,1,0,2,0,Alcohol
trans-3-Methyl-2-pentene,340.82,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
cis-3-Hexene,339.55,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
"cis-3,4-Dimethyl-2-pentene",365.15,98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
"cis,trans-Hexa-2,4-diene",356.15,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
2-Buten-1-ol,396.15,72.11,20.2,5,1,4,0,1,0,1,0,Alcohol
"cis-2-Butene-1,4-Diol",508.15,88.11,40.5,6,2,4,0,2,1,1,0,Alcohol
Nerol,502.15,154.25,20.2,11,1,10,0,1,2,2,0,Alcohol
cis-2-Hexene,342.05,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
cis-2-Heptene,370.15,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
cis-3-Methyl-2-pentene,343.55,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
"(3S)-3,5-dimethylhex-1-yn-3-ol",421.15,126.2,20.2,9,1,8,0,1,3,0,1,Alcohol
(3R)-3-methylhex-1-yn-3-ol,410.15,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol
"(2Z,6E)-Farnesol",647.1,222.37,20.2,16,1,15,0,1,3,3,0,Alcohol
2-(2-Octoxyethoxy)ethanol,611.18,218.33,38.7,15,3,12,0,3,0,0,0,Alcohol
2-[2-(2-Octoxyethoxy)ethoxy]ethanol,679.36,262.39,47.9,18,4,14,0,4,0,0,0,Alcohol
(S)-(+)-2-Octanol,449.65,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
(S)-(+)-2-Heptanol,431.4,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol
(S)-1-Octen-3-ol,447.15,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
1-Heneicosene,676.76,294.6,0,21,0,21,0,0,0,1,0,Hydrocarbon
Undec-1-en-3-ol,539.7,170.29,20.2,12,1,11,0,1,1,1,0,Alcohol
"6,10-Dimethylundecan-2-ol",587.9,200.36,20.2,14,1,13,0,1,3,0,0,Alcohol
"4,6,6-Trimethylheptan-2-ol",516.47,158.28,20.2,11,1,10,0,1,4,0,0,Alcohol
"3-Methylpentane-2,3-diol",517.57,118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
4-Methyl-2-propylhexan-1-ol,481.65,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"3,7,11,15-Tetramethylhexadecan-3-ol",744.83,298.5,20.2,21,1,20,0,1,5,0,0,Alcohol
"5,6-Dimethylheptane-1,6-diamine",505.15,158.28,52,11,2,9,2,0,3,0,0,Amine
"(Z)-3,4-Dimethylhex-3-ene",395.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"(E)-3,4-Dimethylhex-3-ene",392.4,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
(3-Methylpentyl)amine,395.15,101.19,26,7,1,6,1,0,1,0,0,Amine
(2S)-2-butoxybutan-1-ol,496.8,146.23,29.5,10,2,8,0,2,1,0,0,Alcohol
Allyl pentaerythritol,675.05,176.21,69.9,12,4,8,0,4,2,1,0,Alcohol
"3-Ethyl-2,2-dimethyl-3-pentanol",447.15,144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,4-Octanediol",566.12,146.23,40.5,10,2,8,0,2,2,0,0,Alcohol
"2,3,4,5-Tetramethylheptane",452.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
2-Methyl-3-hexyn-2-ol,419.15,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol
"1,20-Eicosanediol",841.56,314.5,40.5,22,2,20,0,2,1,0,0,Alcohol
3-Methyl-4-octanol,453.15,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,3-Dimethylpentan-1-ol",440.15,116.2,20.2,8,1,7,0,1,2,0,0,Alcohol
"3-Ethyl-2,4,5-trimethylhexane",450.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
Methylnonylamine,480.15,157.3,12,11,1,10,1,0,0,0,0,Amine
3-Methylnonan-2-ol,519.7,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"3-Tert-butoxy-1,2-propanediol",562.87,148.2,49.7,10,3,7,0,3,3,0,0,Alcohol
Dihydrofarnesol,642.62,224.38,20.2,16,1,15,0,1,3,2,0,Alcohol
Phytol,752.1,296.5,20.2,21,1,20,0,1,4,1,0,Alcohol
cis-3-Hexen-1-ol,430.15,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
alpha-Farnesene,398.15,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
beta-Farnesene,544.12,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
beta-Ocimene,346.15,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
trans-3-Hexen-1-ol,426.15,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
Nerolidol,395.15,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol
cis-2-Butene,276.87,56.11,0,4,0,4,0,0,0,1,0,Hydrocarbon
"(4R)-2-Methylpentane-2,4-diol",470.15,118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
3-Hepten-1-ol,442.65,114.19,20.2,8,1,7,0,1,0,1,0,Alcohol
"3,7-Dimethylocta-1,3,7-triene",354.15,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
(Z)-beta-Ocimene,433.16,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
"(2Z,4Z)-2,4-Hexadiene",355.55,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
"cis-4,4-Dimethyl-2-pentene",349.89151,98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
cis-4-Methyl-2-pentene,329.55,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
cis-2-PENTENE,310.05,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon
trans-2-Pentene,309.45,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon
(2E)-2-Pentadecene,546.96,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon
"(E,E,Z)-Undeca-1,3,5,8-tetraene",460.44,148.24,0,11,0,11,0,0,0,4,0,Hydrocarbon
(E)-3-Methyl-3-hexene,367.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"2,6-Dimethyl-3,7-octadiene-2,6-diol",607.14,170.25,40.5,12,2,10,0,2,4,2,0,Alcohol
"cis-2,6-Dimethyl-2,6-octadiene",441.15,138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
(E)-3-Decenol,524.74,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
(E)-2-Methyl-3-hexene,361.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
4-Methyl-2-heptene,387.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"trans-2,2-Dimethyl-3-heptene",406.45,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
3-Methyl-2-hexene,367.65,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"3,4-Dimethyl-2-hexene",389.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"(Z,Z)-Heptadeca-1,8,11-triene",593.56,234.4,0,17,0,17,0,0,0,3,0,Hydrocarbon
3-Tetradecene,524.08,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
(E)-2-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
7-Pentadecene,546.96,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon
trans-6-Tetradecene,524.08,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
Peruviol,395.15,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol
Oleylamine,612.15,267.5,26,19,1,18,1,0,0,1,0,Amine
cis-2-Octene,398.75,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
(Z)-3-Methyl-2-hexene,370.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
4-Methyl-2-hexene,360.5,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
5-Methyl-2-hexene,360.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
trans-4-Octene,395.55,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
(E)-2-Methylhept-3-ene,387.13,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
cis-3-Heptene,369.15,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
trans-3-Heptene,369.15,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
"cis-2,2-Dimethyl-3-hexene",378.55,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"2,3-Dimethyl-3-hexene",386.24,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
(E)-4-Undecene,466.15,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon
3-Octen-2-OL,478.54,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
2-Ethylhex-2-enol,478.86,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
cis-3-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-4-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-2-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-3-Octene,396.15,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
cis-3-Decene,432.56,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-7-Dodecen-1-ol,570.5,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol
"1,6-Octadiene",383.48,110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
3-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
2-Methylpent-2-en-1-ol,440.65,100.16,20.2,7,1,6,0,1,1,1,0,Alcohol
"(Z,E)-alpha-Farnesene",551.6,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
11-Tricosene,730,322.6,0,23,0,23,0,0,0,1,0,Hydrocarbon
"3,5-Hexadien-2-ol",429.46,98.14,20.2,7,1,6,0,1,1,2,0,Alcohol
"1,4-Octadiene",392.15,110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
"2,6-Octadiene",397.65,110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
"1,5-Heptadiene",367.15337,96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
"3-Methyl-1,5-heptadiene",384.12498,110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
6-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
trans-2-Tridecene,510.65,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
4-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
5-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
trans-3-Nonene,409.68,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-4-Octene,395.75,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
2-Octene,397.15,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
cis-5-Decene,444.45,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-2-Decene,447.35,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-3-Nonene,409.68,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
Trans-4-NONENE,418.15,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-2-Nonene,409.68,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-4-Nonene,418.15,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
trans-4-Decene,432.56,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-3-Octen-1-ol,478.98,128.21,20.2,9,1,8,0,1,0,1,0,Alcohol
cis-2-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
trans-2-Nonene,420.15,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
9-Octadecene,615.6,252.5,0,18,0,18,0,0,0,1,0,Hydrocarbon
(Z)-Pent-3-en-1-ol,413.65,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
trans-6-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
cis-6-Dodecene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
7-Tetradecene,524.08,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
"2,6-Dimethyl-3-heptene",387.4,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
(Z)-9-Tetradecen-1-ol,616.26,212.37,20.2,15,1,14,0,1,0,1,0,Alcohol
3-Methyl-3-heptene,394.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"3,5-Dimethyl-3-heptene",409.12,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
5-Methyl-2-heptene,386.36,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
cis-2-Penten-1-ol,411.15,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
2-Penten-1-OL,411.15,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
2-Decen-1-ol,524.74,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
trans-2-Undecen-1-ol,547.62,170.29,20.2,12,1,11,0,1,0,1,0,Alcohol
"3,5,5-Trimethyl-2-hexene",434.35,126.24,0,9,0,9,0,0,3,1,0,Hydrocarbon
"1,4-Hexadiene",338.15,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
"cis-3-Methyl-1,3-Pentadiene",350.15,82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
"cis,cis-2,7-Nonadiene",424.2,124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"2,4-Nonadiene",413.84,124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"4-Methyl-1,5-Heptadiene",388.97729,110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
"3,7,11-Trimethyldodeca-6,10-dien-1-yn-3-ol",629.95,220.35,20.2,16,1,15,0,1,4,2,1,Alcohol
trans-2-Methyl-3-octene,409.24,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
3-Methyl-2-heptene,394.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
2-Octen-4-ol,448.15,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
3-Penten-2-OL,391.65,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol
"3,7,11,15-Tetramethyl-2-hexadecen-1-OL",752.1,296.5,20.2,21,1,20,0,1,4,1,0,Alcohol
Hotrienol,514.75,152.23,20.2,11,1,10,0,1,3,3,0,Alcohol
"1,3,5-Heptatriene",386.65,94.15,0,7,0,7,0,0,0,3,0,Hydrocarbon
"Hepta-2,4-dien-1-ol",460.26,112.17,20.2,8,1,7,0,1,0,2,0,Alcohol
"2-Methyl-1,3,5-hexatriene",357.16,94.15,0,7,0,7,0,0,1,3,0,Hydrocarbon
"1,3,5-Undecatriene",456.28,150.26,0,11,0,11,0,0,0,3,0,Hydrocarbon
"3-Methyl-1,4-heptadiene",378.25,110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
"3-Methyl-2,4-hexadiene",381,96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon
Elaidyl alcohol,606.15,268.5,20.2,19,1,18,0,1,0,1,0,Alcohol
"(E,E,E)-2,4,6-Octatriene",420.65,108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon
"2,6-Dimethyl-2,4,6-octatriene",461.15,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
"(2Z)-3,4,4-Trimethyl-2-pentene",385.45,112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon
"(E,Z)-2,6-Dimethylocta-2,4,6-triene",440.64,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
L-Iditol,888.2,182.17,121,12,6,6,0,6,5,0,0,Alcohol
"1,3-Heptadiene",360.6,96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
"cis-2,5-Dimethyl-3-hexene",371.8,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
5-Methyl-3-heptene,385.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"7-Methyl-2,4-octadiene",422,124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon
"5,5-Dimethyl-2-hexene",383.57,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
trans-4-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
4-Methyl-2-penten-4-ol,385.15,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol
2-Methyloct-4-ene,412.15,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
"(E)-2,2,5,5-Tetramethylhex-3-ene",398.25,140.27,0,10,0,10,0,0,4,1,0,Hydrocarbon
(R)-Lavandulol,520.74,154.25,20.2,11,1,10,0,1,3,2,0,Alcohol
Dec-4-en-1-ol,524.74,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
cis-2-Methyl-7-octadecene,638.04,266.5,0,19,0,19,0,0,1,1,0,Hydrocarbon
"Butene-1,4-diol",479.64,88.11,40.5,6,2,4,0,2,1,1,0,Alcohol
"(E)-2,6,10-Trimethylundeca-5,9-dienol",619.74,210.36,20.2,15,1,14,0,1,3,2,0,Alcohol
(Z)-Dodec-5-enol,570.5,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol
7-Methyl-2-octanol,496.82,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"2,7-Dimethylnonane",453.15,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,8-Dimethylnonane",456.15,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
1-Tritriacontene,746.15,462.9,0,33,0,33,0,0,0,1,0,Hydrocarbon
2-Methyl-2-buten-1-OL,410.15,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol
Ethyl linalool,540.95,168.28,20.2,12,1,11,0,1,3,2,0,Alcohol
Polybutene,590.15,112.21,0,8,0,8,0,0,0,2,0,Hydrocarbon
Linolenyl alcohol,716.1,264.4,20.2,19,1,18,0,1,0,3,0,Alcohol
"N,N-Dimethylicosylamine",652.15,325.6,3.2,23,1,22,1,0,1,0,0,Amine
